time 	 DTRot 	 PhaPC 	 PhaPHPC	T1Rot 	 T2Rot 	 T3Rot 	 T4Rot 	 T5Rot 	 TmoyRot
225.4286 	 9.4773 	 135.0000 	 -46.8095 	   62.3787 	 67.1223 	 66.5274 	 61.4199 	 58.1723 	 63.1241
226.2857 	 9.4805 	 135.0000 	 -46.8034 	   62.3965 	 67.1426 	 66.5479 	 61.4396 	 58.1896 	 63.1432
227.1429 	 9.4838 	 135.0000 	 -46.7973 	   62.4141 	 67.1628 	 66.5682 	 61.4591 	 58.2067 	 63.1622
228.0000 	 9.4870 	 135.0000 	 -46.7913 	   62.4316 	 67.1827 	 66.5884 	 61.4784 	 58.2237 	 63.1810
228.8571 	 9.4903 	 135.0000 	 -46.7853 	   62.4489 	 67.2026 	 66.6084 	 61.4976 	 58.2405 	 63.1996
229.7143 	 9.4934 	 135.0000 	 -46.7794 	   62.4660 	 67.2222 	 66.6282 	 61.5166 	 58.2572 	 63.2180
230.5714 	 9.4965 	 135.0000 	 -46.7736 	   62.4830 	 67.2416 	 66.6479 	 61.5355 	 58.2737 	 63.2363
231.4286 	 9.4996 	 135.0000 	 -46.7532 	   62.4998 	 67.2608 	 66.6673 	 61.5541 	 58.2901 	 63.2545
232.2857 	 9.5027 	 135.0000 	 -46.7474 	   62.5165 	 67.2799 	 66.6866 	 61.5727 	 58.3064 	 63.2724
233.1429 	 9.5057 	 135.0000 	 -46.7418 	   62.5330 	 67.2988 	 66.7058 	 61.5911 	 58.3225 	 63.2902
234.0000 	 9.5087 	 135.0000 	 -46.7362 	   62.5494 	 67.3176 	 66.7247 	 61.6093 	 58.3385 	 63.3079
234.8571 	 9.5116 	 135.0000 	 -46.7307 	   62.5656 	 67.3361 	 66.7436 	 61.6274 	 58.3544 	 63.3254
235.7143 	 9.5147 	 135.0000 	 -46.7252 	   62.5816 	 67.3545 	 66.7622 	 61.6453 	 58.3699 	 63.3427
236.5714 	 9.5176 	 135.0000 	 -46.7198 	   62.5976 	 67.3727 	 66.7807 	 61.6631 	 58.3855 	 63.3599
237.4286 	 9.5205 	 135.0000 	 -46.7144 	   62.6133 	 67.3908 	 66.7990 	 61.6808 	 58.4009 	 63.3769
238.2857 	 9.5233 	 135.0000 	 -46.7091 	   62.6289 	 67.4086 	 66.8171 	 61.6983 	 58.4162 	 63.3938
239.1429 	 9.5261 	 135.0000 	 -46.7039 	   62.6444 	 67.4264 	 66.8351 	 61.7156 	 58.4313 	 63.4106
240.0000 	 9.5288 	 135.0000 	 -46.6987 	   62.6598 	 67.4439 	 66.8530 	 61.7328 	 58.4464 	 63.4272
240.8571 	 9.5315 	 135.0000 	 -46.6936 	   62.6750 	 67.4613 	 66.8707 	 61.7499 	 58.4613 	 63.4436
241.7143 	 9.5342 	 135.0000 	 -46.6885 	   62.6900 	 67.4786 	 66.8882 	 61.7668 	 58.4761 	 63.4599
242.5714 	 9.5369 	 135.0000 	 -46.6835 	   62.7050 	 67.4957 	 66.9056 	 61.7836 	 58.4908 	 63.4761
243.4286 	 9.5395 	 135.0000 	 -46.6786 	   62.7198 	 67.5126 	 66.9228 	 61.8002 	 58.5053 	 63.4921
244.2857 	 9.5421 	 135.0000 	 -46.6737 	   62.7344 	 67.5294 	 66.9399 	 61.8167 	 58.5197 	 63.5080
245.1429 	 9.5447 	 135.0000 	 -46.6688 	   62.7490 	 67.5460 	 66.9568 	 61.8331 	 58.5340 	 63.5238
246.0000 	 9.5472 	 135.0000 	 -46.6640 	   62.7634 	 67.5625 	 66.9736 	 61.8494 	 58.5482 	 63.5394
246.8571 	 9.5497 	 135.0000 	 -46.6597 	   62.7776 	 67.5787 	 66.9903 	 61.8655 	 58.5623 	 63.5549
247.7143 	 9.5522 	 135.0000 	 -46.6547 	   62.7918 	 67.5950 	 67.0068 	 61.8815 	 58.5763 	 63.5703
248.5714 	 9.5546 	 135.0000 	 -46.6502 	   62.8058 	 67.6110 	 67.0232 	 61.8974 	 58.5901 	 63.5855
249.4286 	 9.5571 	 135.0000 	 -46.6455 	   62.8197 	 67.6271 	 67.0394 	 61.9131 	 58.6038 	 63.6006
250.2857 	 9.5594 	 135.0000 	 -46.6410 	   62.8335 	 67.6427 	 67.0556 	 61.9288 	 58.6175 	 63.6156
251.1429 	 9.5618 	 135.0000 	 -46.6368 	   62.8471 	 67.6584 	 67.0715 	 61.9443 	 58.6310 	 63.6304
252.0000 	 9.5641 	 135.0000 	 -46.6321 	   62.8607 	 67.6738 	 67.0874 	 61.9596 	 58.6444 	 63.6452
252.8571 	 9.5664 	 135.0000 	 -46.6277 	   62.8740 	 67.6892 	 67.1031 	 61.9749 	 58.6577 	 63.6598
253.7143 	 9.5687 	 135.0000 	 -46.6231 	   62.8877 	 67.7045 	 67.1188 	 61.9900 	 58.6708 	 63.6744
