time 	 AmpX 	 AmpY 	 PhaX 	 PhaY 	 Pha_PH
0.4286 	 8.0878 	 8.0607 	 109.4371 	 17.1258 	 109.1840
0.8571 	 8.0878 	 8.0607 	 109.4391 	 17.1278 	 109.1859
1.2857 	 8.5468 	 8.5228 	 109.8156 	 17.5170 	 109.6932
1.7143 	 8.9249 	 8.8664 	 109.3187 	 16.9193 	 109.2714
2.1429 	 9.1762 	 9.1292 	 109.2848 	 16.6736 	 109.0365
2.5714 	 9.4179 	 9.3724 	 109.2126 	 16.4521 	 108.9474
3.0000 	 9.7029 	 9.6241 	 109.0818 	 16.4651 	 108.8864
3.4286 	 9.8923 	 9.8236 	 109.0023 	 16.2385 	 108.9346
3.8571 	 10.0756 	 9.9888 	 108.8538 	 15.8554 	 108.6389
4.2857 	 10.2132 	 10.1315 	 108.9483 	 15.9163 	 108.7174
4.7143 	 10.3866 	 10.3008 	 109.1926 	 16.1086 	 109.1147
5.1429 	 10.5435 	 10.4416 	 109.1450 	 16.0305 	 109.0927
5.5714 	 10.6588 	 10.5829 	 109.2406 	 16.0040 	 108.9711
6.0000 	 10.7355 	 10.6807 	 109.3442 	 16.0719 	 109.0351
6.4286 	 10.8649 	 10.7987 	 109.4672 	 16.1721 	 109.1698
6.8571 	 10.9756 	 10.9149 	 109.5834 	 16.2047 	 109.4142
7.2857 	 11.1404 	 11.0700 	 109.5478 	 16.2355 	 109.2508
7.7143 	 11.2524 	 11.1651 	 109.3799 	 16.0796 	 109.1123
8.1429 	 11.3339 	 11.2691 	 109.6062 	 16.1302 	 109.4307
8.5714 	 11.4658 	 11.3918 	 109.7040 	 16.2208 	 109.3892
9.0000 	 11.5443 	 11.4872 	 109.8221 	 16.3093 	 109.4756
9.4286 	 11.6510 	 11.5897 	 109.7779 	 16.2239 	 109.5815
9.8571 	 11.7627 	 11.6860 	 110.0179 	 16.6027 	 109.8500
10.2857 	 11.8604 	 11.7782 	 110.0914 	 16.6941 	 109.7812
10.7143 	 11.9591 	 11.8674 	 110.0843 	 16.7619 	 109.9468
11.1429 	 12.0271 	 11.9407 	 110.0551 	 16.7132 	 109.7559
11.5714 	 12.1043 	 12.0128 	 110.1365 	 16.7500 	 109.8375
12.0000 	 12.2100 	 12.1022 	 110.2206 	 16.8902 	 110.0997
12.4286 	 12.2475 	 12.1481 	 110.3959 	 17.1353 	 110.1118
12.8571 	 12.3331 	 12.2216 	 110.2956 	 16.9880 	 110.1787
13.2857 	 12.3834 	 12.2786 	 110.3916 	 17.1166 	 110.2644
13.7143 	 12.4679 	 12.3554 	 110.3759 	 17.0936 	 110.2589
14.1429 	 12.5326 	 12.4227 	 110.4135 	 17.1444 	 110.2922
14.5714 	 12.6120 	 12.4944 	 110.4204 	 17.1459 	 110.1546
15.0000 	 12.6834 	 12.5628 	 110.4436 	 17.1815 	 110.1820
15.4286 	 12.7645 	 12.6393 	 110.4196 	 17.1863 	 110.1670
15.8571 	 12.8341 	 12.7084 	 110.4360 	 17.2204 	 110.1845
16.2857 	 12.9162 	 12.7852 	 110.4153 	 17.2349 	 110.3309
16.7143 	 12.9857 	 12.8540 	 110.4273 	 17.2765 	 110.3456
17.1429 	 13.0686 	 12.9298 	 110.3580 	 17.2699 	 110.2935
17.5714 	 13.1304 	 12.9929 	 110.3600 	 17.3024 	 110.2957
18.0000 	 13.1987 	 13.0579 	 110.3385 	 17.2909 	 110.1204
18.4286 	 13.2629 	 13.1205 	 110.3674 	 17.3663 	 110.1545
18.8571 	 13.3247 	 13.1777 	 110.3217 	 17.3105 	 110.1145
19.2857 	 13.3918 	 13.2444 	 110.4003 	 17.4591 	 110.1976
19.7143 	 13.4490 	 13.3006 	 110.3299 	 17.3167 	 110.1222
20.1429 	 13.5321 	 13.3718 	 110.4327 	 17.5176 	 110.4095
20.5714 	 13.5798 	 13.4265 	 110.3658 	 17.4016 	 110.1671
21.0000 	 13.6543 	 13.4924 	 110.4069 	 17.5114 	 110.3865
21.4286 	 13.7045 	 13.5467 	 110.3731 	 17.4672 	 110.3459
21.8571 	 13.7764 	 13.6130 	 110.4005 	 17.5439 	 110.3843
22.2857 	 13.8263 	 13.6687 	 110.3725 	 17.5142 	 110.3481
22.7143 	 13.8926 	 13.7306 	 110.3747 	 17.5610 	 110.3598
23.1429 	 13.9443 	 13.7859 	 110.3529 	 17.5494 	 110.3338
23.5714 	 14.0052 	 13.8428 	 110.3440 	 17.5735 	 110.3331
24.0000 	 14.0553 	 13.8955 	 110.3254 	 17.5659 	 110.3118
24.4286 	 14.1112 	 13.9492 	 110.3173 	 17.5830 	 110.1441
24.8571 	 14.1616 	 13.9970 	 110.3110 	 17.5852 	 110.1416
25.2857 	 14.2177 	 14.0466 	 110.3477 	 17.6655 	 110.1898
25.7143 	 14.2728 	 14.1014 	 110.3198 	 17.6506 	 110.1633
26.1429 	 14.3245 	 14.1486 	 110.3144 	 17.6559 	 110.3308
26.5714 	 14.3756 	 14.2006 	 110.3492 	 17.7125 	 110.3652
27.0000 	 14.4325 	 14.2505 	 110.2629 	 17.6282 	 110.2890
27.4286 	 14.4760 	 14.2933 	 110.3118 	 17.7103 	 110.3406
27.8571 	 14.5315 	 14.3452 	 110.3132 	 17.7097 	 110.1765
28.2857 	 14.5820 	 14.3964 	 110.2847 	 17.7039 	 110.1492
28.7143 	 14.6366 	 14.4514 	 110.2094 	 17.6860 	 110.0797
29.1429 	 14.6737 	 14.4974 	 110.1993 	 17.6980 	 110.2294
29.5714 	 14.7276 	 14.5487 	 110.1609 	 17.6716 	 110.0259
30.0000 	 14.7718 	 14.5980 	 110.1524 	 17.6932 	 110.1831
30.4286 	 14.8210 	 14.6472 	 110.1238 	 17.6773 	 110.1555
30.8571 	 14.8655 	 14.6934 	 110.1059 	 17.6772 	 110.1369
31.2857 	 14.9125 	 14.7404 	 110.0796 	 17.6660 	 110.1120
31.7143 	 14.9570 	 14.7861 	 110.0564 	 17.6611 	 110.0892
32.1429 	 15.0025 	 14.8316 	 110.0291 	 17.6498 	 109.8934
32.5714 	 15.0463 	 14.8759 	 110.0058 	 17.6425 	 109.8709
33.0000 	 15.0906 	 14.9197 	 109.9828 	 17.6328 	 109.8497
33.4286 	 15.1349 	 14.9630 	 109.9655 	 17.6308 	 109.8348
33.8571 	 15.1779 	 15.0046 	 109.9488 	 17.6205 	 109.8200
34.2857 	 15.2214 	 15.0462 	 109.9397 	 17.6225 	 109.8140
34.7143 	 15.2645 	 15.0860 	 109.9163 	 17.6210 	 109.9687
35.1429 	 15.3085 	 15.1279 	 109.8955 	 17.6105 	 109.9512
35.5714 	 15.3491 	 15.1680 	 109.8808 	 17.6089 	 109.9381
36.0000 	 15.3931 	 15.2098 	 109.8575 	 17.5957 	 109.9183
36.4286 	 15.4342 	 15.2510 	 109.8410 	 17.5926 	 109.9027
36.8571 	 15.4553 	 15.2739 	 109.9051 	 17.5970 	 109.9573
37.2857 	 15.5145 	 15.3029 	 109.9595 	 17.6096 	 110.0439
37.7143 	 15.5792 	 15.3640 	 109.9246 	 17.6031 	 110.0158
38.1429 	 15.6172 	 15.4140 	 109.9724 	 17.7506 	 110.0583
38.5714 	 15.6398 	 15.4312 	 109.8364 	 17.4854 	 109.9171
39.0000 	 15.7014 	 15.4793 	 109.9422 	 17.7299 	 109.8718
39.4286 	 15.7206 	 15.5251 	 109.8616 	 17.6426 	 109.7619
39.8571 	 15.7652 	 15.5514 	 109.7859 	 17.5022 	 109.8783
40.2857 	 15.8121 	 15.5888 	 109.8600 	 17.6709 	 109.9737
40.7143 	 15.8439 	 15.6251 	 109.7827 	 17.5679 	 109.7078
41.1429 	 15.8850 	 15.6642 	 109.7891 	 17.6106 	 109.9007
41.5714 	 15.9229 	 15.7010 	 109.7368 	 17.5551 	 109.8493
42.0000 	 15.9648 	 15.7488 	 109.6771 	 17.5362 	 109.7871
42.4286 	 15.9896 	 15.7731 	 109.7098 	 17.5653 	 109.8190
42.8571 	 16.0451 	 15.8271 	 109.6176 	 17.5004 	 109.7316
43.2857 	 16.0606 	 15.8477 	 109.6714 	 17.5623 	 109.5981
43.7143 	 16.1218 	 15.9040 	 109.5620 	 17.4718 	 109.6782
44.1429 	 16.1320 	 15.9226 	 109.6244 	 17.5476 	 109.5499
44.5714 	 16.1952 	 15.9796 	 109.5074 	 17.4468 	 109.6234
45.0000 	 16.2032 	 15.9971 	 109.5773 	 17.5346 	 109.5018
45.4286 	 16.2676 	 16.0540 	 109.4617 	 17.4316 	 109.5779
45.8571 	 16.2747 	 16.0708 	 109.5344 	 17.5219 	 109.4589
46.2857 	 16.3384 	 16.1272 	 109.4208 	 17.4199 	 109.5369
46.7143 	 16.3447 	 16.1430 	 109.4933 	 17.5074 	 109.4174
47.1429 	 16.4083 	 16.1973 	 109.3751 	 17.3949 	 109.3085
47.5714 	 16.4114 	 16.2220 	 109.3908 	 17.4556 	 109.3064
48.0000 	 16.4651 	 16.2639 	 109.3327 	 17.3862 	 109.4423
48.4286 	 16.4818 	 16.2916 	 109.3479 	 17.4287 	 109.2657
48.8571 	 16.5262 	 16.3300 	 109.3047 	 17.3847 	 109.4108
49.2857 	 16.5512 	 16.3605 	 109.3062 	 17.4088 	 109.2262
49.7143 	 16.5890 	 16.3960 	 109.2689 	 17.3766 	 109.3740
50.1429 	 16.6170 	 16.4275 	 109.2589 	 17.3879 	 109.1798
50.5714 	 16.6520 	 16.4617 	 109.2336 	 17.3710 	 109.3382
51.0000 	 16.6834 	 16.4944 	 109.2148 	 17.3605 	 109.3188
51.4286 	 16.7170 	 16.5275 	 109.1965 	 17.3543 	 109.3019
51.8571 	 16.7484 	 16.5597 	 109.1790 	 17.3506 	 109.2847
52.2857 	 16.7802 	 16.5919 	 109.1593 	 17.3419 	 109.2655
52.7143 	 16.8112 	 16.6236 	 109.1412 	 17.3351 	 109.2476
53.1429 	 16.8421 	 16.6550 	 109.1219 	 17.3271 	 109.2287
53.5714 	 16.8728 	 16.6863 	 109.1033 	 17.3199 	 109.2104
54.0000 	 16.9032 	 16.7171 	 109.0842 	 17.3106 	 109.1916
54.4286 	 16.9339 	 16.7482 	 109.0671 	 17.3056 	 109.1751
54.8571 	 16.9637 	 16.7765 	 109.0495 	 17.2958 	 109.1597
55.2857 	 17.0009 	 16.8133 	 109.0493 	 17.3327 	 108.9782
55.7143 	 17.0236 	 16.8427 	 109.0158 	 17.2911 	 109.1218
56.1429 	 17.0600 	 16.8755 	 109.0022 	 17.2937 	 108.9283
56.5714 	 17.0847 	 16.9037 	 108.9820 	 17.2789 	 109.0899
57.0000 	 17.1175 	 16.9348 	 108.9584 	 17.2688 	 108.8842
57.4286 	 17.1419 	 16.9624 	 108.9377 	 17.2544 	 109.0457
57.8571 	 17.2173 	 17.0608 	 108.6962 	 16.9970 	 108.7785
58.2857 	 17.2028 	 17.0546 	 108.7713 	 17.1481 	 108.8518
58.7143 	 17.2493 	 17.0881 	 108.6873 	 17.0398 	 108.5983
59.1429 	 17.2532 	 17.1042 	 108.7038 	 17.0862 	 108.7859
59.5714 	 17.2950 	 17.1375 	 108.6594 	 17.0387 	 108.5688
60.0000 	 17.3106 	 17.1598 	 108.6556 	 17.0520 	 108.7407
60.4286 	 17.3449 	 17.1898 	 108.6246 	 17.0233 	 108.5332
60.8571 	 17.3677 	 17.2154 	 108.6143 	 17.0257 	 108.5212
61.2857 	 17.3990 	 17.2435 	 108.5804 	 16.9904 	 108.4905
61.7143 	 17.4220 	 17.2688 	 108.5634 	 16.9873 	 108.4723
62.1429 	 17.4488 	 17.2958 	 108.5320 	 16.9604 	 108.4411
62.5714 	 17.4723 	 17.3209 	 108.5122 	 16.9467 	 108.4204
63.0000 	 17.5007 	 17.3480 	 108.4922 	 16.9343 	 108.4022
63.4286 	 17.5255 	 17.3729 	 108.4621 	 16.9093 	 108.3725
63.8571 	 17.5527 	 17.3985 	 108.4403 	 16.9027 	 108.5370
64.2857 	 17.5786 	 17.4245 	 108.4232 	 16.8935 	 108.5205
64.7143 	 17.6059 	 17.4510 	 108.4028 	 16.8798 	 108.5015
65.1429 	 17.6316 	 17.4759 	 108.3794 	 16.8637 	 108.4795
65.5714 	 17.6585 	 17.5021 	 108.3622 	 16.8551 	 108.4637
66.0000 	 17.6844 	 17.5270 	 108.3373 	 16.8361 	 108.4402
66.4286 	 17.7112 	 17.5526 	 108.3231 	 16.8285 	 108.2420
66.8571 	 17.7431 	 17.5810 	 108.3144 	 16.8392 	 108.2382
67.2857 	 17.7677 	 17.6068 	 108.2911 	 16.8191 	 108.2141
67.7143 	 17.7954 	 17.6333 	 108.2737 	 16.8102 	 108.1985
68.1429 	 17.8252 	 17.6669 	 108.2206 	 16.7548 	 108.1415
68.5714 	 17.8390 	 17.6881 	 108.2163 	 16.7618 	 108.3169
69.0000 	 17.8722 	 17.7162 	 108.1880 	 16.7345 	 108.1077
69.4286 	 17.8926 	 17.7395 	 108.1784 	 16.7366 	 108.0963
69.8571 	 17.9212 	 17.7659 	 108.1516 	 16.7151 	 108.0721
70.2857 	 17.9420 	 17.7884 	 108.1337 	 16.7036 	 108.0530
70.7143 	 17.9682 	 17.8130 	 108.1106 	 16.6851 	 108.0318
71.1429 	 17.9904 	 17.8364 	 108.0936 	 16.6763 	 108.0143
71.5714 	 18.0166 	 17.8615 	 108.0718 	 16.6593 	 107.9939
72.0000 	 18.0344 	 17.8722 	 108.0895 	 16.6589 	 108.2045
72.4286 	 18.0766 	 17.9116 	 108.0673 	 16.6949 	 107.9997
72.8571 	 18.0714 	 17.9156 	 108.0517 	 16.6364 	 107.9739
73.2857 	 18.1336 	 17.9630 	 108.0514 	 16.6902 	 108.1820
73.7143 	 18.1136 	 17.9617 	 108.0266 	 16.6135 	 107.9452
74.1429 	 18.1847 	 18.0116 	 108.0101 	 16.6597 	 108.1438
74.5714 	 18.1575 	 18.0074 	 107.9956 	 16.5983 	 107.9137
75.0000 	 18.2341 	 18.0595 	 107.9713 	 16.6318 	 107.9125
75.4286 	 18.2029 	 18.0537 	 107.9620 	 16.5786 	 107.8804
75.8571 	 18.2821 	 18.1069 	 107.9345 	 16.6074 	 107.8772
76.2857 	 18.2486 	 18.1001 	 107.9267 	 16.5560 	 107.8454
76.7143 	 18.3296 	 18.1538 	 107.9043 	 16.5953 	 107.8488
77.1429 	 18.3021 	 18.1512 	 107.8887 	 16.5278 	 107.9986
77.5714 	 18.3689 	 18.1939 	 107.8969 	 16.6036 	 107.8416
78.0000 	 18.3596 	 18.2014 	 107.8452 	 16.4964 	 107.7723
78.4286 	 18.4088 	 18.2350 	 107.8737 	 16.5734 	 107.8165
78.8571 	 18.4168 	 18.2535 	 107.8445 	 16.5373 	 107.9721
79.2857 	 18.4507 	 18.2804 	 107.8343 	 16.5375 	 107.7742
79.7143 	 18.4662 	 18.3003 	 107.8184 	 16.5262 	 107.9494
80.1429 	 18.4951 	 18.3325 	 107.7848 	 16.5277 	 107.9158
80.5714 	 18.5019 	 18.3403 	 107.7621 	 16.4506 	 107.8876
81.0000 	 18.5433 	 18.3769 	 107.7593 	 16.5222 	 107.7002
81.4286 	 18.5398 	 18.3816 	 107.7260 	 16.4231 	 107.6563
81.8571 	 18.5890 	 18.4210 	 107.7277 	 16.5029 	 107.8681
82.2857 	 18.5826 	 18.4321 	 107.6770 	 16.4143 	 107.6036
82.7143 	 18.6233 	 18.4562 	 107.6719 	 16.4016 	 107.6105
83.1429 	 18.6374 	 18.4804 	 107.6815 	 16.4708 	 107.8109
83.5714 	 18.6583 	 18.4975 	 107.6246 	 16.3529 	 107.7523
84.0000 	 18.6744 	 18.4950 	 107.7282 	 16.4565 	 107.8741
