time 	 DTRot 	 PhaPC 	 PhaPHPC	T1Rot 	 T2Rot 	 T3Rot 	 T4Rot 	 T5Rot 	 TmoyRot
114.8571 	 8.3842 	 62.2500 	 -44.5442 	   65.4580 	 64.7873 	 59.9317 	 57.4538 	 60.8429 	 61.6948
115.2857 	 8.3898 	 62.2500 	 -44.7342 	   65.4895 	 64.8167 	 59.9592 	 57.4793 	 60.8712 	 61.7232
115.7143 	 8.3974 	 62.2500 	 -44.5210 	   65.5221 	 64.8470 	 59.9860 	 57.5039 	 60.8994 	 61.7517
116.1429 	 8.4034 	 62.0000 	 -44.9686 	   65.5535 	 64.8765 	 60.0131 	 57.5288 	 60.9272 	 61.7798
116.5714 	 8.4095 	 62.0000 	 -44.7517 	   65.5854 	 64.9072 	 60.0392 	 57.5535 	 60.9533 	 61.8077
117.0000 	 8.4165 	 62.0000 	 -44.7437 	   65.6167 	 64.9367 	 60.0661 	 57.5777 	 60.9808 	 61.8356
117.4286 	 8.4232 	 62.0000 	 -44.7336 	   65.6484 	 64.9663 	 60.0926 	 57.6021 	 61.0082 	 61.8635
117.8571 	 8.4299 	 62.0000 	 -44.7242 	   65.6796 	 64.9957 	 60.1191 	 57.6264 	 61.0355 	 61.8912
118.2857 	 8.4366 	 62.0000 	 -44.7143 	   65.7110 	 65.0250 	 60.1454 	 57.6505 	 61.0628 	 61.9189
118.7143 	 8.4432 	 62.0000 	 -44.7045 	   65.7420 	 65.0542 	 60.1716 	 57.6746 	 61.0899 	 61.9465
119.1429 	 8.4499 	 62.0000 	 -44.6946 	   65.7731 	 65.0832 	 60.1977 	 57.6986 	 61.1171 	 61.9739
119.5714 	 8.4565 	 61.7500 	 -44.9348 	   65.8040 	 65.1121 	 60.2237 	 57.7225 	 61.1440 	 62.0013
120.0000 	 8.4631 	 61.7500 	 -44.9248 	   65.8347 	 65.1409 	 60.2495 	 57.7463 	 61.1709 	 62.0285
120.4286 	 8.4696 	 61.7500 	 -45.1255 	   65.8653 	 65.1695 	 60.2753 	 57.7699 	 61.1977 	 62.0555
120.8571 	 8.4761 	 61.7500 	 -45.1157 	   65.8957 	 65.1980 	 60.3009 	 57.7935 	 61.2244 	 62.0825
121.2857 	 8.4825 	 61.7500 	 -45.1058 	   65.9260 	 65.2264 	 60.3264 	 57.8170 	 61.2510 	 62.1094
121.7143 	 8.4889 	 61.7500 	 -45.0959 	   65.9562 	 65.2547 	 60.3518 	 57.8404 	 61.2774 	 62.1361
122.1429 	 8.4953 	 61.7500 	 -45.0862 	   65.9862 	 65.2828 	 60.3771 	 57.8637 	 61.3037 	 62.1627
122.5714 	 8.5017 	 61.7500 	 -45.0764 	   66.0161 	 65.3108 	 60.4022 	 57.8869 	 61.3299 	 62.1892
123.0000 	 8.5080 	 61.7500 	 -45.0667 	   66.0459 	 65.3386 	 60.4273 	 57.9100 	 61.3560 	 62.2156
123.4286 	 8.5143 	 61.7500 	 -45.0565 	   66.0756 	 65.3664 	 60.4522 	 57.9330 	 61.3820 	 62.2418
123.8571 	 8.5206 	 61.5000 	 -45.2965 	   66.1051 	 65.3940 	 60.4770 	 57.9559 	 61.4079 	 62.2680
124.2857 	 8.5268 	 61.5000 	 -45.2864 	   66.1345 	 65.4214 	 60.5017 	 57.9787 	 61.4337 	 62.2940
124.7143 	 8.5337 	 61.5000 	 -45.2696 	   66.1638 	 65.4495 	 60.5259 	 58.0010 	 61.4593 	 62.3199
125.1429 	 8.5392 	 61.5000 	 -45.2373 	   66.1930 	 65.4749 	 60.5484 	 58.0240 	 61.4861 	 62.3453
125.5714 	 8.5458 	 61.5000 	 -45.2342 	   66.2218 	 65.5027 	 60.5727 	 58.0461 	 61.5111 	 62.3709
126.0000 	 8.5518 	 61.5000 	 -45.2206 	   66.2508 	 65.5290 	 60.5964 	 58.0686 	 61.5369 	 62.3963
126.4286 	 8.5570 	 61.5000 	 -45.2122 	   66.2794 	 65.5560 	 60.6202 	 58.0917 	 61.5620 	 62.4219
126.8571 	 8.5629 	 61.5000 	 -45.2024 	   66.3080 	 65.5825 	 60.6441 	 58.1140 	 61.5872 	 62.4472
127.2857 	 8.5707 	 61.5000 	 -45.2126 	   66.3362 	 65.6089 	 60.6678 	 58.1344 	 61.6126 	 62.4720
127.7143 	 8.5685 	 61.2500 	 -45.5502 	   66.3593 	 65.6309 	 60.6983 	 58.1590 	 61.6328 	 62.4961
128.1429 	 8.5978 	 61.5000 	 -45.2938 	   66.3925 	 65.6653 	 60.7187 	 58.1651 	 61.6591 	 62.5202
128.5714 	 8.5879 	 61.2500 	 -45.3886 	   66.4308 	 65.6904 	 60.7404 	 58.2080 	 61.6973 	 62.5534
129.0000 	 8.5716 	 61.0000 	 -45.5504 	   66.4577 	 65.7088 	 60.7643 	 58.2397 	 61.7201 	 62.5781
129.4286 	 8.5954 	 61.5000 	 -45.2843 	   66.4742 	 65.7384 	 60.7914 	 58.2501 	 61.7376 	 62.5983
129.8571 	 8.5778 	 60.5000 	 -45.9988 	   66.5201 	 65.7571 	 60.8088 	 58.2889 	 61.7765 	 62.6303
130.2857 	 8.5991 	 61.5000 	 -45.3023 	   66.5221 	 65.7883 	 60.8402 	 58.2954 	 61.7831 	 62.6458
130.7143 	 8.6034 	 61.0000 	 -45.5565 	   66.5616 	 65.8109 	 60.8600 	 58.3183 	 61.8107 	 62.6723
131.1429 	 8.5939 	 60.5000 	 -46.1657 	   66.5970 	 65.8321 	 60.8785 	 58.3521 	 61.8472 	 62.7014
131.5714 	 8.6112 	 61.2500 	 -45.5278 	   66.6033 	 65.8630 	 60.9100 	 58.3613 	 61.8548 	 62.7185
132.0000 	 8.6110 	 60.7500 	 -45.9967 	   66.6405 	 65.8848 	 60.9279 	 58.3884 	 61.8832 	 62.7450
132.4286 	 8.6195 	 61.0000 	 -45.5204 	   66.6588 	 65.9102 	 60.9538 	 58.4034 	 61.9027 	 62.7658
132.8571 	 8.6213 	 61.0000 	 -45.5343 	   66.6894 	 65.9366 	 60.9767 	 58.4301 	 61.9258 	 62.7917
133.2857 	 8.6291 	 61.0000 	 -45.4942 	   66.7129 	 65.9589 	 60.9990 	 58.4458 	 61.9501 	 62.8133
133.7143 	 8.6315 	 61.0000 	 -45.5181 	   66.7403 	 65.9867 	 61.0226 	 58.4715 	 61.9706 	 62.8383
134.1429 	 8.6391 	 61.0000 	 -45.4730 	   66.7656 	 66.0080 	 61.0440 	 58.4876 	 61.9966 	 62.8604
134.5714 	 8.6322 	 60.5000 	 -46.0154 	   66.8064 	 66.0308 	 61.0668 	 58.5220 	 62.0268 	 62.8905
135.0000 	 8.6351 	 60.7500 	 -45.6877 	   66.8289 	 66.0527 	 61.0873 	 58.5442 	 62.0549 	 62.9136
135.4286 	 8.6356 	 60.5000 	 -45.9582 	   66.8579 	 66.0782 	 61.1140 	 58.5696 	 62.0784 	 62.9396
135.8571 	 8.6398 	 60.5000 	 -45.9319 	   66.8845 	 66.1019 	 61.1359 	 58.5919 	 62.1042 	 62.9637
136.2857 	 8.6429 	 60.5000 	 -45.9293 	   66.9109 	 66.1265 	 61.1595 	 58.6143 	 62.1276 	 62.9877
136.7143 	 8.6472 	 60.5000 	 -45.9153 	   66.9376 	 66.1505 	 61.1819 	 58.6361 	 62.1520 	 63.0116
137.1429 	 8.6511 	 60.5000 	 -45.9076 	   66.9635 	 66.1748 	 61.2046 	 58.6576 	 62.1752 	 63.0352
137.5714 	 8.6556 	 60.5000 	 -45.8966 	   66.9897 	 66.1989 	 61.2268 	 58.6789 	 62.1989 	 63.0587
138.0000 	 8.6598 	 60.2500 	 -46.1371 	   67.0153 	 66.2229 	 61.2491 	 58.6999 	 62.2220 	 63.0818
138.4286 	 8.6644 	 60.2500 	 -46.1272 	   67.0411 	 66.2469 	 61.2712 	 58.7208 	 62.2451 	 63.1050
138.8571 	 8.6683 	 60.2500 	 -46.1311 	   67.0656 	 66.2705 	 61.2934 	 58.7414 	 62.2670 	 63.1276
139.2857 	 8.6731 	 60.2500 	 -46.1148 	   67.0914 	 66.2939 	 61.3149 	 58.7619 	 62.2902 	 63.1505
139.7143 	 8.6774 	 60.2500 	 -46.1079 	   67.1160 	 66.3176 	 61.3368 	 58.7821 	 62.3121 	 63.1729
140.1429 	 8.6823 	 60.2500 	 -46.0970 	   67.1414 	 66.3410 	 61.3581 	 58.8022 	 62.3348 	 63.1955
140.5714 	 8.6869 	 60.2500 	 -46.0880 	   67.1661 	 66.3644 	 61.3796 	 58.8221 	 62.3568 	 63.2178
141.0000 	 8.6933 	 60.2500 	 -46.0783 	   67.1914 	 66.3881 	 61.4001 	 58.8412 	 62.3794 	 63.2400
141.4286 	 8.7000 	 60.2500 	 -46.0692 	   67.2159 	 66.4107 	 61.4185 	 58.8588 	 62.4012 	 63.2610
141.8571 	 8.7039 	 60.2500 	 -46.2735 	   67.2396 	 66.4297 	 61.4389 	 58.8780 	 62.4229 	 63.2818
142.2857 	 8.7093 	 60.2500 	 -46.0548 	   67.2638 	 66.4529 	 61.4587 	 58.8965 	 62.4445 	 63.3033
142.7143 	 8.7143 	 60.2500 	 -46.2557 	   67.2877 	 66.4747 	 61.4788 	 58.9152 	 62.4658 	 63.3244
143.1429 	 8.7195 	 60.2500 	 -46.0374 	   67.3117 	 66.4972 	 61.4987 	 58.9337 	 62.4872 	 63.3457
143.5714 	 8.7246 	 60.2500 	 -46.2379 	   67.3356 	 66.5194 	 61.5187 	 58.9523 	 62.5084 	 63.3669
144.0000 	 8.7297 	 60.0000 	 -46.2700 	   67.3594 	 66.5417 	 61.5386 	 58.9708 	 62.5296 	 63.3880
144.4286 	 8.7348 	 60.0000 	 -46.4704 	   67.3831 	 66.5639 	 61.5585 	 58.9893 	 62.5506 	 63.4091
144.8571 	 8.7398 	 60.0000 	 -46.4617 	   67.4068 	 66.5860 	 61.5783 	 59.0076 	 62.5716 	 63.4301
145.2857 	 8.7448 	 60.0000 	 -46.4532 	   67.4303 	 66.6081 	 61.5980 	 59.0260 	 62.5925 	 63.4510
145.7143 	 8.7499 	 60.0000 	 -46.4448 	   67.4538 	 66.6301 	 61.6178 	 59.0443 	 62.6133 	 63.4718
146.1429 	 8.7548 	 60.0000 	 -46.4361 	   67.4772 	 66.6520 	 61.6374 	 59.0625 	 62.6340 	 63.4926
146.5714 	 8.7598 	 60.0000 	 -46.4276 	   67.5005 	 66.6739 	 61.6570 	 59.0806 	 62.6547 	 63.5133
147.0000 	 8.7646 	 60.0000 	 -46.4190 	   67.5237 	 66.6957 	 61.6766 	 59.0988 	 62.6752 	 63.5340
147.4286 	 8.7695 	 60.0000 	 -46.4106 	   67.5468 	 66.7174 	 61.6960 	 59.1168 	 62.6957 	 63.5545
147.8571 	 8.7744 	 60.0000 	 -46.4020 	   67.5698 	 66.7390 	 61.7155 	 59.1348 	 62.7160 	 63.5750
148.2857 	 8.7791 	 60.0000 	 -46.3936 	   67.5927 	 66.7605 	 61.7348 	 59.1527 	 62.7363 	 63.5954
148.7143 	 8.7833 	 60.0000 	 -46.3982 	   67.6147 	 66.7818 	 61.7545 	 59.1706 	 62.7557 	 63.6154
149.1429 	 8.7914 	 59.7500 	 -46.4369 	   67.6373 	 66.8010 	 61.7746 	 59.1831 	 62.7762 	 63.6344
149.5714 	 8.7932 	 59.7500 	 -46.4312 	   67.6596 	 66.8233 	 61.7924 	 59.2043 	 62.7941 	 63.6547
150.0000 	 8.7999 	 60.0000 	 -46.1618 	   67.6807 	 66.8424 	 61.8127 	 59.2178 	 62.8159 	 63.6739
150.4286 	 8.8043 	 59.7500 	 -46.4126 	   67.7047 	 66.8659 	 61.8300 	 59.2379 	 62.8331 	 63.6943
150.8571 	 8.8081 	 59.7500 	 -46.5761 	   67.7245 	 66.8825 	 61.8486 	 59.2529 	 62.8563 	 63.7130
151.2857 	 8.8146 	 59.7500 	 -46.6157 	   67.7491 	 66.9082 	 61.8676 	 59.2718 	 62.8717 	 63.7337
151.7143 	 8.8170 	 59.7500 	 -46.3532 	   67.7685 	 66.9235 	 61.8856 	 59.2874 	 62.8957 	 63.7521
152.1429 	 8.8249 	 59.7500 	 -46.6006 	   67.7933 	 66.9508 	 61.9063 	 59.3057 	 62.9103 	 63.7733
152.5714 	 8.8263 	 59.7500 	 -46.3378 	   67.8124 	 66.9651 	 61.9229 	 59.3217 	 62.9347 	 63.7914
153.0000 	 8.8345 	 59.7500 	 -46.5848 	   67.8371 	 66.9924 	 61.9437 	 59.3398 	 62.9490 	 63.8124
153.4286 	 8.8355 	 59.7500 	 -46.3222 	   67.8559 	 67.0065 	 61.9601 	 59.3558 	 62.9732 	 63.8303
153.8571 	 8.8438 	 59.7500 	 -46.5690 	   67.8806 	 67.0336 	 61.9807 	 59.3738 	 62.9875 	 63.8512
154.2857 	 8.8446 	 59.7500 	 -46.3068 	   67.8992 	 67.0475 	 61.9970 	 59.3897 	 63.0115 	 63.8690
154.7143 	 8.8529 	 59.7500 	 -46.5534 	   67.9238 	 67.0744 	 62.0174 	 59.4076 	 63.0256 	 63.8898
155.1429 	 8.8536 	 59.7500 	 -46.2915 	   67.9421 	 67.0882 	 62.0337 	 59.4234 	 63.0494 	 63.9074
155.5714 	 8.8613 	 59.7500 	 -46.5385 	   67.9665 	 67.1153 	 62.0536 	 59.4410 	 63.0614 	 63.9276
156.0000 	 8.8628 	 59.7500 	 -46.2795 	   67.9845 	 67.1291 	 62.0700 	 59.4561 	 63.0848 	 63.9449
156.4286 	 8.8753 	 59.7500 	 -46.5492 	   68.0088 	 67.1550 	 62.0913 	 59.4688 	 63.0980 	 63.9644
156.8571 	 8.8861 	 59.7500 	 -46.4984 	   68.0295 	 67.1771 	 62.1082 	 59.4802 	 63.1093 	 63.9809
157.2857 	 8.8798 	 59.5000 	 -46.7206 	   68.0488 	 67.1900 	 62.1235 	 59.5028 	 63.1390 	 64.0008
157.7143 	 8.9006 	 59.7500 	 -46.2986 	   68.0724 	 67.2194 	 62.1443 	 59.5097 	 63.1417 	 64.0175
158.1429 	 8.8999 	 59.5000 	 -46.6653 	   68.0931 	 67.2313 	 62.1579 	 59.5284 	 63.1683 	 64.0358
158.5714 	 8.9096 	 59.7500 	 -46.4487 	   68.1139 	 67.2549 	 62.1763 	 59.5414 	 63.1804 	 64.0534
159.0000 	 8.9125 	 59.5000 	 -46.4675 	   68.1349 	 67.2721 	 62.1926 	 59.5582 	 63.2012 	 64.0718
159.4286 	 8.9191 	 59.5000 	 -46.4674 	   68.1553 	 67.2926 	 62.2099 	 59.5728 	 63.2171 	 64.0895
159.8571 	 8.9232 	 59.5000 	 -46.4570 	   68.1760 	 67.3113 	 62.2268 	 59.5888 	 63.2357 	 64.1077
160.2857 	 8.9286 	 59.5000 	 -46.4511 	   68.1963 	 67.3308 	 62.2438 	 59.6040 	 63.2528 	 64.1256
160.7143 	 8.9330 	 59.5000 	 -46.4432 	   68.2167 	 67.3498 	 62.2608 	 59.6197 	 63.2708 	 64.1436
161.1429 	 8.9379 	 59.5000 	 -46.4362 	   68.2370 	 67.3690 	 62.2777 	 59.6352 	 63.2883 	 64.1614
161.5714 	 8.9471 	 59.5000 	 -46.4529 	   68.2572 	 67.3875 	 62.2960 	 59.6456 	 63.3055 	 64.1783
162.0000 	 8.9488 	 59.5000 	 -46.4766 	   68.2767 	 67.4121 	 62.3140 	 59.6642 	 63.3192 	 64.1972
162.4286 	 8.9556 	 59.5000 	 -46.6186 	   68.2973 	 67.4207 	 62.3297 	 59.6765 	 63.3421 	 64.2133
162.8571 	 8.9581 	 59.5000 	 -46.6849 	   68.3156 	 67.4516 	 62.3486 	 59.6940 	 63.3521 	 64.2324
163.2857 	 8.9644 	 59.5000 	 -46.6005 	   68.3371 	 67.4572 	 62.3635 	 59.7071 	 63.3772 	 64.2484
163.7143 	 8.9681 	 59.5000 	 -46.6621 	   68.3556 	 67.4914 	 62.3827 	 59.7238 	 63.3864 	 64.2680
164.1429 	 8.9732 	 59.5000 	 -46.5919 	   68.3763 	 67.4950 	 62.3979 	 59.7375 	 63.4113 	 64.2836
164.5714 	 8.9772 	 59.5000 	 -46.4331 	   68.3954 	 67.5292 	 62.4163 	 59.7541 	 63.4210 	 64.3032
165.0000 	 8.9818 	 59.5000 	 -46.5789 	   68.4152 	 67.5324 	 62.4317 	 59.7679 	 63.4453 	 64.3185
165.4286 	 8.9851 	 59.5000 	 -46.6380 	   68.4338 	 67.5609 	 62.4504 	 59.7844 	 63.4551 	 64.3369
165.8571 	 8.9896 	 59.5000 	 -46.5624 	   68.4538 	 67.5693 	 62.4643 	 59.7980 	 63.4793 	 64.3529
166.2857 	 8.9930 	 59.5000 	 -46.6241 	   68.4719 	 67.5962 	 62.4837 	 59.8145 	 63.4887 	 64.3710
166.7143 	 8.9977 	 59.5000 	 -46.3429 	   68.4924 	 67.6054 	 62.4970 	 59.8281 	 63.5131 	 64.3872
167.1429 	 9.0009 	 59.5000 	 -46.6097 	   68.5099 	 67.6319 	 62.5165 	 59.8444 	 63.5222 	 64.4050
167.5714 	 9.0058 	 59.5000 	 -46.3289 	   68.5306 	 67.6412 	 62.5295 	 59.8579 	 63.5467 	 64.4212
168.0000 	 9.0082 	 59.5000 	 -46.5953 	   68.5475 	 67.6657 	 62.5490 	 59.8744 	 63.5556 	 64.4384
168.4286 	 9.0136 	 59.2500 	 -46.5651 	   68.5684 	 67.6771 	 62.5618 	 59.8876 	 63.5800 	 64.4550
168.8571 	 9.0159 	 59.2500 	 -46.6186 	   68.5851 	 67.7000 	 62.5813 	 59.9040 	 63.5887 	 64.4718
169.2857 	 9.0214 	 59.2500 	 -46.5518 	   68.6060 	 67.7127 	 62.5939 	 59.9171 	 63.6131 	 64.4885
169.7143 	 9.0235 	 59.2500 	 -46.8043 	   68.6229 	 67.7348 	 62.6132 	 59.9336 	 63.6224 	 64.5054
170.1429 	 9.0291 	 59.2500 	 -46.5280 	   68.6433 	 67.7488 	 62.6278 	 59.9466 	 63.6461 	 64.5225
170.5714 	 9.0313 	 59.2500 	 -46.7945 	   68.6603 	 67.7705 	 62.6457 	 59.9631 	 63.6552 	 64.5389
171.0000 	 9.0372 	 59.2500 	 -46.5131 	   68.6808 	 67.7842 	 62.6600 	 59.9758 	 63.6791 	 64.5560
171.4286 	 9.0389 	 59.2500 	 -46.7812 	   68.6973 	 67.8059 	 62.6778 	 59.9923 	 63.6878 	 64.5722
171.8571 	 9.0451 	 59.2500 	 -46.5494 	   68.7181 	 67.8194 	 62.6918 	 60.0049 	 63.7117 	 64.5892
172.2857 	 9.0466 	 59.2500 	 -46.8176 	   68.7341 	 67.8409 	 62.7096 	 60.0213 	 63.7201 	 64.6052
172.7143 	 9.0529 	 59.2500 	 -46.5361 	   68.7550 	 67.8543 	 62.7235 	 60.0338 	 63.7441 	 64.6221
173.1429 	 9.0543 	 59.2500 	 -46.8039 	   68.7708 	 67.8756 	 62.7411 	 60.0501 	 63.7523 	 64.6380
173.5714 	 9.0606 	 59.2500 	 -46.5230 	   68.7915 	 67.8889 	 62.7548 	 60.0625 	 63.7762 	 64.6548
174.0000 	 9.0619 	 59.2500 	 -46.5762 	   68.8072 	 67.9101 	 62.7723 	 60.0787 	 63.7843 	 64.6705
174.4286 	 9.0683 	 59.2500 	 -46.5103 	   68.8278 	 67.9233 	 62.7860 	 60.0910 	 63.8080 	 64.6872
174.8571 	 9.0695 	 59.2500 	 -46.5625 	   68.8434 	 67.9443 	 62.8033 	 60.1071 	 63.8161 	 64.7028
175.2857 	 9.0759 	 59.2500 	 -46.4972 	   68.8639 	 67.9574 	 62.8169 	 60.1193 	 63.8396 	 64.7194
175.7143 	 9.0771 	 59.2500 	 -46.5490 	   68.8794 	 67.9783 	 62.8341 	 60.1353 	 63.8476 	 64.7349
176.1429 	 9.0835 	 59.2500 	 -46.4836 	   68.8997 	 67.9913 	 62.8475 	 60.1474 	 63.8710 	 64.7514
176.5714 	 9.0846 	 59.2500 	 -46.5361 	   68.9151 	 68.0120 	 62.8646 	 60.1633 	 63.8789 	 64.7668
177.0000 	 9.0910 	 59.2500 	 -46.6780 	   68.9353 	 68.0249 	 62.8779 	 60.1753 	 63.9021 	 64.7831
177.4286 	 9.0921 	 59.2500 	 -46.5229 	   68.9506 	 68.0454 	 62.8949 	 60.1912 	 63.9100 	 64.7984
177.8571 	 9.0981 	 59.2500 	 -46.6652 	   68.9704 	 68.0582 	 62.9082 	 60.2030 	 63.9330 	 64.8146
178.2857 	 9.1044 	 59.2500 	 -46.5332 	   68.9857 	 68.0781 	 62.9263 	 60.2136 	 63.9403 	 64.8288
178.7143 	 9.1069 	 59.2500 	 -46.7072 	   69.0046 	 68.0916 	 62.9398 	 60.2285 	 63.9599 	 64.8449
179.1429 	 9.1115 	 59.2500 	 -46.7155 	   69.0205 	 68.1093 	 62.9557 	 60.2406 	 63.9719 	 64.8596
179.5714 	 9.1147 	 59.0000 	 -46.9528 	   69.0386 	 68.1246 	 62.9701 	 60.2546 	 63.9886 	 64.8753
180.0000 	 9.1187 	 59.0000 	 -46.9492 	   69.0551 	 68.1412 	 62.9851 	 60.2675 	 64.0024 	 64.8903
180.4286 	 9.1222 	 59.0000 	 -46.9417 	   69.0726 	 68.1571 	 62.9997 	 60.2811 	 64.0179 	 64.9057
180.8571 	 9.1266 	 59.0000 	 -46.9367 	   69.0895 	 68.1745 	 63.0165 	 60.2939 	 64.0321 	 64.9213
181.2857 	 9.1305 	 59.0000 	 -46.9317 	   69.1069 	 68.1912 	 63.0316 	 60.3073 	 64.0472 	 64.9368
181.7143 	 9.1344 	 59.0000 	 -46.9259 	   69.1240 	 68.2077 	 63.0468 	 60.3205 	 64.0620 	 64.9522
182.1429 	 9.1382 	 59.0000 	 -46.9199 	   69.1411 	 68.2242 	 63.0617 	 60.3338 	 64.0768 	 64.9675
182.5714 	 9.1420 	 59.0000 	 -46.9140 	   69.1581 	 68.2405 	 63.0766 	 60.3470 	 64.0916 	 64.9828
183.0000 	 9.1457 	 59.0000 	 -46.9081 	   69.1751 	 68.2567 	 63.0914 	 60.3602 	 64.1063 	 64.9979
183.4286 	 9.1494 	 59.0000 	 -46.6888 	   69.1920 	 68.2729 	 63.1061 	 60.3734 	 64.1210 	 65.0131
183.8571 	 9.1531 	 59.0000 	 -46.6828 	   69.2089 	 68.2890 	 63.1207 	 60.3865 	 64.1356 	 65.0281
184.2857 	 9.1567 	 59.0000 	 -46.6768 	   69.2257 	 68.3050 	 63.1352 	 60.3996 	 64.1502 	 65.0432
184.7143 	 9.1604 	 59.0000 	 -46.6709 	   69.2425 	 68.3210 	 63.1496 	 60.4127 	 64.1648 	 65.0581
185.1429 	 9.1640 	 59.0000 	 -46.6651 	   69.2592 	 68.3368 	 63.1640 	 60.4257 	 64.1793 	 65.0730
185.5714 	 9.1676 	 59.0000 	 -46.6592 	   69.2759 	 68.3526 	 63.1784 	 60.4388 	 64.1938 	 65.0879
186.0000 	 9.1711 	 59.0000 	 -46.6534 	   69.2925 	 68.3684 	 63.1926 	 60.4517 	 64.2082 	 65.1027
186.4286 	 9.1747 	 59.0000 	 -46.6476 	   69.3090 	 68.3841 	 63.2069 	 60.4646 	 64.2226 	 65.1174
186.8571 	 9.1769 	 59.0000 	 -46.6417 	   69.3253 	 68.3994 	 63.2216 	 60.4782 	 64.2366 	 65.1322
187.2857 	 9.1783 	 59.0000 	 -46.6353 	   69.3416 	 68.4154 	 63.2383 	 60.4931 	 64.2509 	 65.1479
187.7143 	 9.1813 	 59.0000 	 -46.6293 	   69.3583 	 68.4311 	 63.2531 	 60.5066 	 64.2652 	 65.1629
188.1429 	 9.1840 	 59.0000 	 -46.6234 	   69.3746 	 68.4468 	 63.2681 	 60.5202 	 64.2795 	 65.1778
188.5714 	 9.1868 	 59.0000 	 -46.6171 	   69.3910 	 68.4623 	 63.2827 	 60.5336 	 64.2938 	 65.1927
189.0000 	 9.1898 	 59.0000 	 -46.6114 	   69.4073 	 68.4778 	 63.2973 	 60.5469 	 64.3080 	 65.2074
189.4286 	 9.1928 	 59.0000 	 -46.6055 	   69.4235 	 68.4933 	 63.3117 	 60.5600 	 64.3222 	 65.2221
189.8571 	 9.1958 	 59.0000 	 -46.5998 	   69.4397 	 68.5087 	 63.3260 	 60.5731 	 64.3363 	 65.2367
190.2857 	 9.1989 	 59.0000 	 -46.8095 	   69.4558 	 68.5240 	 63.3402 	 60.5861 	 64.3504 	 65.2513
190.7143 	 9.2021 	 59.0000 	 -46.8039 	   69.4719 	 68.5393 	 63.3543 	 60.5990 	 64.3644 	 65.2658
191.1429 	 9.2052 	 59.0000 	 -46.7983 	   69.4879 	 68.5545 	 63.3683 	 60.6118 	 64.3783 	 65.2802
191.5714 	 9.2084 	 59.0000 	 -46.7928 	   69.5039 	 68.5697 	 63.3822 	 60.6245 	 64.3922 	 65.2945
192.0000 	 9.2116 	 59.0000 	 -46.7877 	   69.5198 	 68.5848 	 63.3961 	 60.6371 	 64.4061 	 65.3088
192.4286 	 9.2148 	 59.0000 	 -46.7820 	   69.5357 	 68.5999 	 63.4099 	 60.6498 	 64.4199 	 65.3230
192.8571 	 9.2180 	 59.0000 	 -46.7763 	   69.5515 	 68.6148 	 63.4236 	 60.6623 	 64.4336 	 65.3372
193.2857 	 9.2213 	 59.0000 	 -46.7710 	   69.5672 	 68.6298 	 63.4373 	 60.6748 	 64.4473 	 65.3513
193.7143 	 9.2245 	 58.7500 	 -47.0157 	   69.5829 	 68.6447 	 63.4508 	 60.6872 	 64.4610 	 65.3653
194.1429 	 9.2278 	 58.7500 	 -47.0104 	   69.5986 	 68.6595 	 63.4644 	 60.6996 	 64.4746 	 65.3793
194.5714 	 9.2310 	 58.7500 	 -47.0052 	   69.6142 	 68.6743 	 63.4779 	 60.7119 	 64.4881 	 65.3933
195.0000 	 9.2343 	 58.7500 	 -47.0000 	   69.6298 	 68.6890 	 63.4913 	 60.7242 	 64.5016 	 65.4072
195.4286 	 9.2375 	 58.7500 	 -46.9948 	   69.6453 	 68.7037 	 63.5046 	 60.7364 	 64.5151 	 65.4210
195.8571 	 9.2408 	 58.7500 	 -46.9897 	   69.6608 	 68.7183 	 63.5180 	 60.7486 	 64.5285 	 65.4348
196.2857 	 9.2440 	 58.7500 	 -46.9846 	   69.6762 	 68.7329 	 63.5312 	 60.7607 	 64.5419 	 65.4486
196.7143 	 9.2473 	 58.7500 	 -46.7621 	   69.6916 	 68.7474 	 63.5444 	 60.7728 	 64.5552 	 65.4623
197.1429 	 9.2505 	 58.7500 	 -46.7572 	   69.7069 	 68.7619 	 63.5576 	 60.7848 	 64.5685 	 65.4759
197.5714 	 9.2538 	 58.7500 	 -46.7523 	   69.7221 	 68.7763 	 63.5707 	 60.7968 	 64.5817 	 65.4895
198.0000 	 9.2570 	 58.7500 	 -46.7475 	   69.7374 	 68.7907 	 63.5838 	 60.8087 	 64.5949 	 65.5031
198.4286 	 9.2602 	 58.7500 	 -46.7426 	   69.7525 	 68.8050 	 63.5968 	 60.8206 	 64.6080 	 65.5166
198.8571 	 9.2634 	 58.7500 	 -46.7377 	   69.7677 	 68.8193 	 63.6098 	 60.8324 	 64.6211 	 65.5301
199.2857 	 9.2667 	 58.7500 	 -46.7329 	   69.7827 	 68.8336 	 63.6227 	 60.8442 	 64.6341 	 65.5435
199.7143 	 9.2699 	 58.7500 	 -46.7281 	   69.7977 	 68.8478 	 63.6356 	 60.8560 	 64.6471 	 65.5568
200.1429 	 9.2731 	 58.7500 	 -46.7234 	   69.8127 	 68.8619 	 63.6484 	 60.8677 	 64.6601 	 65.5702
200.5714 	 9.2763 	 58.7500 	 -46.7187 	   69.8276 	 68.8760 	 63.6612 	 60.8794 	 64.6730 	 65.5834
